,,Job,Marital,Education,Default,HHInsurance,CarLoan,Communication,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,AgeBin,BalanceBin,CallLength,CallLengthBin,CallStartHour,LastContactDate,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum
train,1027,technician,married,3,0,0,0,cellular,13,2,-1,0,NoPrev,2020-01-12 17:36:15,2020-01-12 17:42:58,2,1,6.716666666666667,1,17,2016-08-13 00:00:00,5,8,32,2
train,1028,blue-collar,single,2,0,1,0,cellular,18,1,370,1,failure,2020-01-12 12:11:09,2020-01-12 12:11:29,2,1,0.3333333333333333,1,12,2016-05-18 00:00:00,2,5,20,3
train,1029,blue-collar,married,2,1,1,0,None,28,5,-1,0,NoPrev,2020-01-12 15:04:33,2020-01-12 15:06:05,2,1,1.5333333333333334,1,15,2016-05-28 00:00:00,5,5,21,4
train,1030,services,divorced,2,0,1,0,cellular,10,1,-1,0,NoPrev,2020-01-12 12:02:35,2020-01-12 12:06:21,2,1,3.7666666666666666,1,12,2016-07-10 00:00:00,6,7,27,2
train,1031,housemaid,married,1,0,0,0,cellular,11,4,-1,0,NoPrev,2020-01-12 10:52:03,2020-01-12 11:02:13,3,1,10.166666666666666,1,10,2016-08-11 00:00:00,3,8,32,2
train,1032,admin.,divorced,2,0,0,0,telephone,26,1,-1,0,NoPrev,2020-01-12 14:58:04,2020-01-12 15:01:52,3,1,3.8,1,14,2016-10-26 00:00:00,2,10,43,5
train,1033,blue-collar,married,1,0,1,0,cellular,7,2,-1,0,NoPrev,2020-01-12 13:54:15,2020-01-12 13:56:17,2,1,2.033333333333333,1,13,2016-08-07 00:00:00,6,8,31,1
train,1034,technician,divorced,3,0,1,0,cellular,12,1,-1,0,NoPrev,2020-01-12 15:11:11,2020-01-12 15:15:00,3,1,3.816666666666667,1,15,2016-03-12 00:00:00,5,3,10,2
train,1035,retired,married,2,0,0,0,cellular,15,2,183,3,success,2020-01-12 15:20:34,2020-01-12 15:27:06,3,1,6.533333333333333,1,15,2016-07-15 00:00:00,4,7,28,3
train,1036,unemployed,married,2,0,0,0,cellular,21,2,-1,0,NoPrev,2020-01-12 17:03:33,2020-01-12 17:16:02,2,1,12.483333333333333,2,17,2016-11-21 00:00:00,0,11,47,4
train,1037,self-employed,single,3,0,0,0,cellular,31,3,-1,0,NoPrev,2020-01-12 15:49:38,2020-01-12 16:03:10,2,1,13.533333333333333,2,15,2016-07-31 00:00:00,6,7,30,5
train,1038,management,married,3,0,0,0,cellular,2,1,-1,0,NoPrev,2020-01-12 16:27:19,2020-01-12 16:33:09,2,1,5.833333333333333,1,16,2016-06-02 00:00:00,3,6,22,1
train,1039,blue-collar,married,1,0,0,0,cellular,15,3,-1,0,NoPrev,2020-01-12 10:25:45,2020-01-12 10:26:32,1,1,0.7833333333333333,1,10,2016-05-15 00:00:00,6,5,19,2
train,1040,retired,married,2,0,0,0,telephone,14,5,116,4,other,2020-01-12 11:04:09,2020-01-12 11:08:47,4,1,4.633333333333334,1,11,2016-06-14 00:00:00,1,6,24,3
train,1041,unemployed,single,2,0,0,0,cellular,5,1,-1,0,NoPrev,2020-01-12 09:55:47,2020-01-12 10:01:38,1,1,5.85,1,9,2016-02-05 00:00:00,4,2,5,1
train,1042,technician,single,3,0,0,0,cellular,4,1,93,1,success,2020-01-12 12:26:35,2020-01-12 12:31:28,1,1,4.883333333333334,1,12,2016-09-04 00:00:00,6,9,35,1
train,1043,blue-collar,married,1,0,1,0,cellular,5,2,258,4,failure,2020-01-12 14:23:53,2020-01-12 14:26:00,2,1,2.1166666666666667,1,14,2016-02-05 00:00:00,4,2,5,1
train,1044,services,married,1,0,1,0,telephone,13,1,176,1,failure,2020-01-12 12:46:47,2020-01-12 12:47:47,2,1,1.0,1,12,2016-05-13 00:00:00,4,5,19,2
train,1045,retired,divorced,1,0,0,0,telephone,30,2,-1,0,NoPrev,2020-01-12 13:50:49,2020-01-12 13:53:32,4,1,2.716666666666667,1,13,2016-03-30 00:00:00,2,3,13,5
train,1046,services,married,2,0,1,0,None,20,8,-1,0,NoPrev,2020-01-12 15:40:22,2020-01-12 15:42:31,2,1,2.15,1,15,2016-05-20 00:00:00,4,5,20,3
train,1047,blue-collar,married,2,0,1,0,None,19,3,-1,0,NoPrev,2020-01-12 09:28:16,2020-01-12 09:30:38,2,1,2.3666666666666667,1,9,2016-05-19 00:00:00,3,5,20,3
train,1048,management,married,3,0,0,0,cellular,22,1,-1,0,NoPrev,2020-01-12 09:42:13,2020-01-12 09:51:42,1,1,9.483333333333333,1,9,2016-09-22 00:00:00,3,9,38,4
train,1049,admin.,divorced,2,0,0,0,None,9,1,-1,0,NoPrev,2020-01-12 12:06:38,2020-01-12 12:13:11,1,1,6.55,1,12,2016-05-09 00:00:00,0,5,19,2
train,1050,admin.,married,2,0,0,0,telephone,27,1,-1,0,NoPrev,2020-01-12 16:33:21,2020-01-12 16:39:37,2,1,6.266666666666667,1,16,2016-10-27 00:00:00,3,10,43,5
train,1051,management,married,3,0,0,0,cellular,11,3,-1,0,NoPrev,2020-01-12 14:44:45,2020-01-12 14:45:42,2,1,0.95,1,14,2016-08-11 00:00:00,3,8,32,2
train,1052,management,single,3,0,0,0,telephone,19,5,211,2,failure,2020-01-12 13:38:18,2020-01-12 13:43:11,3,1,4.883333333333334,1,13,2016-06-19 00:00:00,6,6,24,3
train,1053,technician,single,2,0,0,0,cellular,11,2,-1,0,NoPrev,2020-01-12 13:54:13,2020-01-12 13:55:52,1,1,1.65,1,13,2016-08-11 00:00:00,3,8,32,2
train,1054,management,single,3,0,0,0,cellular,21,5,-1,0,NoPrev,2020-01-12 13:57:22,2020-01-12 14:01:02,1,1,3.6666666666666665,1,13,2016-08-21 00:00:00,6,8,33,3
train,1055,blue-collar,married,2,0,0,0,cellular,11,6,-1,0,NoPrev,2020-01-12 11:19:55,2020-01-12 11:22:10,2,1,2.25,1,11,2016-08-11 00:00:00,3,8,32,2
train,1056,blue-collar,married,2,0,1,1,None,27,1,-1,0,NoPrev,2020-01-12 15:57:53,2020-01-12 16:00:19,3,1,2.433333333333333,1,15,2016-05-27 00:00:00,4,5,21,4
train,1057,student,single,2,0,0,0,cellular,4,1,-1,0,NoPrev,2020-01-12 14:53:22,2020-01-12 14:55:10,1,1,1.8,1,14,2016-05-04 00:00:00,2,5,18,1
train,1058,housemaid,married,1,0,0,0,cellular,13,2,-1,0,NoPrev,2020-01-12 13:16:29,2020-01-12 13:18:41,1,1,2.2,1,13,2016-08-13 00:00:00,5,8,32,2
train,1059,self-employed,single,3,0,0,0,telephone,30,1,80,1,success,2020-01-12 15:29:05,2020-01-12 15:30:52,1,1,1.7833333333333334,1,15,2016-04-30 00:00:00,5,4,17,5
train,1060,blue-collar,married,2,0,1,0,None,3,20,-1,0,NoPrev,2020-01-12 11:10:13,2020-01-12 11:10:32,2,1,0.31666666666666665,1,11,2016-06-03 00:00:00,4,6,22,1
train,1061,blue-collar,single,2,0,0,1,None,27,1,-1,0,NoPrev,2020-01-12 13:54:49,2020-01-12 13:56:27,1,1,1.6333333333333333,1,13,2016-05-27 00:00:00,4,5,21,4
train,1062,blue-collar,married,1,0,1,0,cellular,21,1,-1,0,NoPrev,2020-01-12 11:07:23,2020-01-12 11:24:25,2,1,17.033333333333335,2,11,2016-11-21 00:00:00,0,11,47,4
train,1063,management,divorced,3,0,1,0,cellular,31,4,-1,0,NoPrev,2020-01-12 15:41:04,2020-01-12 15:52:28,3,1,11.4,2,15,2016-03-31 00:00:00,3,3,13,5
train,1064,retired,divorced,3,0,0,0,cellular,20,1,-1,0,NoPrev,2020-01-12 11:36:42,2020-01-12 11:39:10,4,1,2.466666666666667,1,11,2016-04-20 00:00:00,2,4,16,4
train,1065,management,single,3,0,0,0,cellular,8,1,87,5,failure,2020-01-12 11:08:52,2020-01-12 11:25:00,1,1,16.133333333333333,2,11,2016-07-08 00:00:00,4,7,27,2
train,1066,entrepreneur,married,3,0,1,0,cellular,18,1,-1,0,NoPrev,2020-01-12 14:30:05,2020-01-12 14:30:48,1,1,0.7166666666666667,1,14,2016-11-18 00:00:00,4,11,46,3
train,1067,housemaid,married,2,0,1,0,cellular,28,2,-1,0,NoPrev,2020-01-12 13:31:39,2020-01-12 13:34:02,2,1,2.3833333333333333,1,13,2016-07-28 00:00:00,3,7,30,5
train,1068,retired,divorced,3,0,1,0,None,19,2,-1,0,NoPrev,2020-01-12 09:41:48,2020-01-12 09:50:08,3,1,8.333333333333334,1,9,2016-06-19 00:00:00,6,6,24,3
train,1069,management,single,3,0,1,0,telephone,6,1,-1,0,NoPrev,2020-01-12 16:46:12,2020-01-12 16:47:38,2,1,1.4333333333333333,1,16,2016-04-06 00:00:00,2,4,14,2
train,1070,blue-collar,married,2,0,1,0,cellular,13,1,-1,0,NoPrev,2020-01-12 09:55:44,2020-01-12 09:59:05,3,1,3.35,1,9,2016-05-13 00:00:00,4,5,19,2
train,1071,self-employed,married,3,0,0,0,cellular,17,1,-1,0,NoPrev,2020-01-12 14:46:09,2020-01-12 14:47:27,2,1,1.3,1,14,2016-11-17 00:00:00,3,11,46,3
train,1072,admin.,married,3,0,0,0,cellular,2,1,67,4,success,2020-01-12 16:17:24,2020-01-12 16:19:07,2,1,1.7166666666666666,1,16,2016-06-02 00:00:00,3,6,22,1
train,1073,admin.,married,3,0,0,0,cellular,9,2,-1,0,NoPrev,2020-01-12 12:11:29,2020-01-12 12:20:19,1,1,8.833333333333334,1,12,2016-07-09 00:00:00,5,7,27,2
train,1074,unemployed,married,2,0,0,0,cellular,9,1,182,1,success,2020-01-12 11:01:07,2020-01-12 11:07:51,2,1,6.733333333333333,1,11,2016-09-09 00:00:00,4,9,36,2
train,1075,technician,single,2,0,1,0,cellular,15,3,368,2,failure,2020-01-12 12:43:00,2020-01-12 12:44:25,1,1,1.4166666666666667,1,12,2016-05-15 00:00:00,6,5,19,2
train,1076,management,married,1,0,0,0,cellular,2,3,80,3,success,2020-01-12 12:00:08,2020-01-12 12:01:49,2,1,1.6833333333333333,1,12,2016-11-02 00:00:00,2,11,44,1
train,1077,management,married,3,0,0,0,cellular,18,2,188,6,other,2020-01-12 12:40:55,2020-01-12 12:48:42,3,1,7.783333333333333,1,12,2016-03-18 00:00:00,4,3,11,3
train,1078,management,married,3,0,0,0,cellular,14,3,-1,0,NoPrev,2020-01-12 17:52:55,2020-01-12 17:54:56,1,1,2.0166666666666666,1,17,2016-07-14 00:00:00,3,7,28,3
train,1079,management,married,3,0,0,0,cellular,5,3,97,2,success,2020-01-12 16:37:07,2020-01-12 16:39:44,2,1,2.6166666666666667,1,16,2016-08-05 00:00:00,4,8,31,1
train,1080,services,married,2,0,1,0,telephone,13,3,-1,0,NoPrev,2020-01-12 12:04:54,2020-01-12 12:05:32,1,1,0.6333333333333333,1,12,2016-05-13 00:00:00,4,5,19,2
train,1081,management,single,3,0,1,0,cellular,8,2,-1,0,NoPrev,2020-01-12 09:40:55,2020-01-12 09:44:16,2,1,3.35,1,9,2016-08-08 00:00:00,0,8,32,2
train,1082,entrepreneur,married,2,0,0,0,cellular,24,5,-1,0,NoPrev,2020-01-12 12:09:34,2020-01-12 12:11:37,1,1,2.05,1,12,2016-07-24 00:00:00,6,7,29,4
train,1083,entrepreneur,married,2,0,1,0,cellular,18,3,-1,0,NoPrev,2020-01-12 16:54:37,2020-01-12 17:05:12,2,1,10.583333333333334,1,16,2016-07-18 00:00:00,0,7,29,4
train,1084,management,married,3,0,1,1,None,23,1,384,2,failure,2020-01-12 15:19:11,2020-01-12 15:20:12,1,1,1.0166666666666666,1,15,2016-02-23 00:00:00,1,2,8,4
train,1085,management,divorced,3,0,0,0,cellular,16,6,84,14,success,2020-01-12 16:43:39,2020-01-12 16:45:19,2,1,1.6666666666666667,1,16,2016-07-16 00:00:00,5,7,28,3
train,1086,unemployed,single,3,0,1,0,None,13,3,-1,0,NoPrev,2020-01-12 16:11:26,2020-01-12 16:14:09,1,1,2.716666666666667,1,16,2016-05-13 00:00:00,4,5,19,2
train,1087,management,single,3,0,0,0,cellular,4,2,94,1,other,2020-01-12 12:25:58,2020-01-12 12:33:12,2,1,7.233333333333333,1,12,2016-09-04 00:00:00,6,9,35,1
train,1088,management,married,3,0,0,0,None,9,3,-1,0,NoPrev,2020-01-12 16:04:56,2020-01-12 16:07:31,3,1,2.5833333333333335,1,16,2016-05-09 00:00:00,0,5,19,2
train,1089,retired,married,3,0,0,0,cellular,22,1,90,1,success,2020-01-12 15:33:19,2020-01-12 15:34:27,4,1,1.1333333333333333,1,15,2016-06-22 00:00:00,2,6,25,4
train,1090,technician,married,2,0,1,0,None,27,2,-1,0,NoPrev,2020-01-12 17:58:06,2020-01-12 18:00:10,2,1,2.066666666666667,1,17,2016-05-27 00:00:00,4,5,21,4
train,1091,management,single,3,0,0,0,cellular,25,5,-1,0,NoPrev,2020-01-12 12:19:04,2020-01-12 12:22:15,1,1,3.183333333333333,1,12,2016-08-25 00:00:00,3,8,34,4
train,1092,technician,single,2,0,0,1,cellular,17,2,-1,0,NoPrev,2020-01-12 17:49:23,2020-01-12 17:55:49,1,1,6.433333333333334,1,17,2016-11-17 00:00:00,3,11,46,3
train,1093,blue-collar,married,1,0,1,0,None,26,1,-1,0,NoPrev,2020-01-12 16:10:31,2020-01-12 16:10:47,2,1,0.26666666666666666,1,16,2016-05-26 00:00:00,3,5,21,4
train,1094,blue-collar,married,2,0,0,1,cellular,17,2,-1,0,NoPrev,2020-01-12 17:02:03,2020-01-12 17:14:36,3,1,12.55,2,17,2016-07-17 00:00:00,6,7,28,3
train,1095,management,single,2,0,0,0,None,5,1,-1,0,NoPrev,2020-01-12 10:28:23,2020-01-12 10:29:11,2,1,0.8,1,10,2016-05-05 00:00:00,3,5,18,1
train,1096,blue-collar,married,2,0,1,0,cellular,12,1,-1,0,NoPrev,2020-01-12 09:54:14,2020-01-12 09:56:47,2,1,2.55,1,9,2016-05-12 00:00:00,3,5,19,2
train,1097,technician,married,2,0,0,0,cellular,1,1,292,5,failure,2020-01-12 17:51:47,2020-01-12 18:00:23,2,1,8.6,1,17,2016-06-01 00:00:00,2,6,22,1
train,1098,retired,married,2,0,0,0,cellular,13,5,-1,0,NoPrev,2020-01-12 12:29:26,2020-01-12 12:32:48,3,1,3.3666666666666667,1,12,2016-11-13 00:00:00,6,11,45,2
train,1099,retired,married,1,0,1,0,cellular,2,1,271,1,failure,2020-01-12 12:58:33,2020-01-12 13:01:53,2,1,3.3333333333333335,1,12,2016-02-02 00:00:00,1,2,5,1
train,1100,management,divorced,3,0,0,1,cellular,23,3,-1,0,NoPrev,2020-01-12 09:10:17,2020-01-12 09:13:43,2,1,3.433333333333333,1,9,2016-07-23 00:00:00,5,7,29,4
train,1101,technician,single,2,0,1,0,cellular,10,1,-1,0,NoPrev,2020-01-12 09:34:18,2020-01-12 09:42:53,2,1,8.583333333333334,1,9,2016-02-10 00:00:00,2,2,6,2
train,1102,technician,single,2,0,0,0,cellular,21,1,-1,0,NoPrev,2020-01-12 09:43:52,2020-01-12 09:48:26,1,1,4.566666666666666,1,9,2016-04-21 00:00:00,3,4,16,4
train,1103,student,married,2,0,0,0,cellular,27,8,-1,0,NoPrev,2020-01-12 11:48:43,2020-01-12 11:50:14,2,1,1.5166666666666666,1,11,2016-08-27 00:00:00,5,8,34,4
train,1104,blue-collar,married,2,0,0,0,None,20,1,-1,0,NoPrev,2020-01-12 14:21:31,2020-01-12 14:22:19,2,1,0.8,1,14,2016-06-20 00:00:00,0,6,25,4
train,1105,student,single,2,0,0,0,cellular,8,2,38,10,other,2020-01-12 09:44:13,2020-01-12 09:51:42,1,1,7.483333333333333,1,9,2016-11-08 00:00:00,1,11,45,2
train,1106,unemployed,married,2,0,0,0,cellular,5,2,-1,0,NoPrev,2020-01-12 15:06:40,2020-01-12 15:11:26,3,1,4.766666666666667,1,15,2016-02-05 00:00:00,4,2,5,1
train,1107,blue-collar,married,1,0,1,0,cellular,21,3,34,1,failure,2020-01-12 17:02:43,2020-01-12 17:12:58,3,1,10.25,1,17,2016-11-21 00:00:00,0,11,47,4
train,1108,blue-collar,single,2,0,1,0,None,27,2,-1,0,NoPrev,2020-01-12 10:18:26,2020-01-12 10:20:59,2,1,2.55,1,10,2016-05-27 00:00:00,4,5,21,4
train,1109,services,married,1,0,0,0,None,9,2,-1,0,NoPrev,2020-01-12 09:01:26,2020-01-12 09:06:42,2,1,5.266666666666667,1,9,2016-06-09 00:00:00,3,6,23,2
train,1110,admin.,married,2,0,0,0,None,17,3,-1,0,NoPrev,2020-01-12 12:05:07,2020-01-12 12:06:07,2,1,1.0,1,12,2016-06-17 00:00:00,4,6,24,3
train,1111,technician,married,2,0,0,1,cellular,13,1,-1,0,NoPrev,2020-01-12 11:39:53,2020-01-12 11:41:45,3,1,1.8666666666666667,1,11,2016-08-13 00:00:00,5,8,32,2
train,1112,technician,married,2,0,0,0,cellular,18,5,-1,0,NoPrev,2020-01-12 17:27:26,2020-01-12 17:31:28,2,1,4.033333333333333,1,17,2016-08-18 00:00:00,3,8,33,3
train,1113,housemaid,married,3,0,0,0,None,6,1,-1,0,NoPrev,2020-01-12 11:17:45,2020-01-12 11:17:51,2,1,0.1,1,11,2016-10-06 00:00:00,3,10,40,2
train,1114,self-employed,single,2,0,1,0,cellular,9,4,-1,0,NoPrev,2020-01-12 13:34:14,2020-01-12 13:45:55,1,1,11.683333333333334,2,13,2016-02-09 00:00:00,1,2,6,2
train,1115,management,married,3,0,1,1,None,30,1,-1,0,NoPrev,2020-01-12 10:15:44,2020-01-12 10:18:23,3,1,2.65,1,10,2016-05-30 00:00:00,0,5,22,5
train,1116,blue-collar,married,2,0,1,0,cellular,4,1,89,3,success,2020-01-12 16:58:19,2020-01-12 17:04:20,2,1,6.016666666666667,1,16,2016-05-04 00:00:00,2,5,18,1
train,1117,housemaid,divorced,1,0,0,0,cellular,31,6,-1,0,NoPrev,2020-01-12 15:21:56,2020-01-12 15:29:39,3,1,7.716666666666667,1,15,2016-07-31 00:00:00,6,7,30,5
train,1118,blue-collar,married,2,0,1,0,cellular,14,2,-1,0,NoPrev,2020-01-12 15:13:36,2020-01-12 15:18:27,1,1,4.85,1,15,2016-05-14 00:00:00,5,5,19,2
train,1119,blue-collar,married,1,0,1,0,None,19,3,-1,0,NoPrev,2020-01-12 14:35:35,2020-01-12 14:38:04,2,1,2.4833333333333334,1,14,2016-06-19 00:00:00,6,6,24,3
train,1120,blue-collar,married,2,0,1,1,None,9,2,-1,0,NoPrev,2020-01-12 12:23:45,2020-01-12 12:24:42,2,1,0.95,1,12,2016-05-09 00:00:00,0,5,19,2
train,1121,self-employed,single,3,0,0,0,cellular,29,1,-1,0,NoPrev,2020-01-12 10:41:19,2020-01-12 10:43:21,1,1,2.033333333333333,1,10,2016-01-29 00:00:00,4,1,4,4
train,1122,management,divorced,3,0,1,1,cellular,6,1,343,4,failure,2020-01-12 10:57:44,2020-01-12 11:14:08,1,1,16.4,2,10,2016-05-06 00:00:00,4,5,18,1
train,1123,self-employed,single,2,0,1,1,cellular,12,2,-1,0,NoPrev,2020-01-12 09:49:13,2020-01-12 09:52:31,2,1,3.3,1,9,2016-05-12 00:00:00,3,5,19,2
train,1124,blue-collar,married,1,0,1,0,None,27,1,-1,0,NoPrev,2020-01-12 15:10:03,2020-01-12 15:14:00,2,1,3.95,1,15,2016-05-27 00:00:00,4,5,21,4
train,1125,unemployed,married,1,0,0,0,cellular,22,1,412,1,other,2020-01-12 11:48:14,2020-01-12 12:08:07,3,1,19.883333333333333,2,11,2016-07-22 00:00:00,4,7,29,4
train,1126,blue-collar,divorced,1,0,1,0,None,7,1,-1,0,NoPrev,2020-01-12 11:21:43,2020-01-12 11:22:57,3,1,1.2333333333333334,1,11,2016-05-07 00:00:00,5,5,18,1
train,1127,student,single,2,0,1,0,cellular,24,1,-1,0,NoPrev,2020-01-12 12:21:05,2020-01-12 12:36:08,1,1,15.05,2,12,2016-07-24 00:00:00,6,7,29,4
train,1128,blue-collar,married,2,0,1,0,cellular,15,1,361,2,failure,2020-01-12 13:12:18,2020-01-12 13:15:48,1,1,3.5,1,13,2016-05-15 00:00:00,6,5,19,2
train,1129,unemployed,divorced,2,0,1,0,None,13,1,-1,0,NoPrev,2020-01-12 17:48:32,2020-01-12 17:50:45,2,1,2.216666666666667,1,17,2016-05-13 00:00:00,4,5,19,2
train,1130,None,married,3,0,0,0,None,5,1,-1,0,NoPrev,2020-01-12 14:36:38,2020-01-12 14:37:16,3,1,0.6333333333333333,1,14,2016-06-05 00:00:00,6,6,22,1
train,1131,services,married,2,0,1,1,cellular,16,1,148,1,failure,2020-01-12 14:08:39,2020-01-12 14:10:33,2,1,1.9,1,14,2016-04-16 00:00:00,5,4,15,3
train,1132,blue-collar,married,1,0,1,0,None,5,2,-1,0,NoPrev,2020-01-12 13:15:12,2020-01-12 13:17:48,3,1,2.6,1,13,2016-05-05 00:00:00,3,5,18,1
train,1133,technician,single,3,0,0,0,cellular,14,1,-1,0,NoPrev,2020-01-12 16:02:24,2020-01-12 16:12:28,2,1,10.066666666666666,1,16,2016-07-14 00:00:00,3,7,28,3
train,1134,admin.,single,2,0,0,0,cellular,27,2,-1,0,NoPrev,2020-01-12 10:31:13,2020-01-12 10:34:37,1,1,3.4,1,10,2016-05-27 00:00:00,4,5,21,4
train,1135,admin.,single,2,0,0,0,cellular,9,2,91,3,success,2020-01-12 14:56:40,2020-01-12 15:00:08,1,1,3.466666666666667,1,14,2016-11-09 00:00:00,2,11,45,2
train,1136,retired,divorced,2,0,0,0,telephone,3,1,182,4,failure,2020-01-12 10:15:02,2020-01-12 10:18:50,4,1,3.8,1,10,2016-09-03 00:00:00,5,9,35,1
train,1137,admin.,married,2,0,0,0,cellular,15,5,203,4,failure,2020-01-12 11:33:22,2020-01-12 11:42:31,2,1,9.15,1,11,2016-03-15 00:00:00,1,3,11,3
train,1138,management,single,3,0,0,0,cellular,26,3,-1,0,NoPrev,2020-01-12 14:36:25,2020-01-12 14:41:13,1,1,4.8,1,14,2016-03-26 00:00:00,5,3,12,4
train,1139,entrepreneur,married,3,0,1,0,cellular,7,1,169,5,failure,2020-01-12 13:42:19,2020-01-12 13:48:56,2,1,6.616666666666666,1,13,2016-05-07 00:00:00,5,5,18,1
train,1140,management,divorced,3,0,1,0,None,27,1,-1,0,NoPrev,2020-01-12 15:38:47,2020-01-12 15:44:00,2,1,5.216666666666667,1,15,2016-05-27 00:00:00,4,5,21,4
train,1141,blue-collar,married,1,0,0,0,cellular,11,3,-1,0,NoPrev,2020-01-12 09:17:30,2020-01-12 09:28:33,3,1,11.05,2,9,2016-08-11 00:00:00,3,8,32,2
train,1142,student,single,2,0,0,0,cellular,7,5,-1,0,NoPrev,2020-01-12 14:35:48,2020-01-12 14:39:53,1,1,4.083333333333333,1,14,2016-12-07 00:00:00,2,12,49,2
train,1143,services,married,1,0,0,0,None,17,2,-1,0,NoPrev,2020-01-12 12:45:32,2020-01-12 12:47:44,2,1,2.2,1,12,2016-06-17 00:00:00,4,6,24,3
train,1144,blue-collar,married,2,0,1,0,None,14,1,-1,0,NoPrev,2020-01-12 15:15:29,2020-01-12 15:30:56,3,1,15.45,2,15,2016-05-14 00:00:00,5,5,19,2
train,1145,entrepreneur,single,2,0,0,0,cellular,3,4,-1,0,NoPrev,2020-01-12 16:27:16,2020-01-12 16:50:40,1,1,23.4,3,16,2016-02-03 00:00:00,2,2,5,1
train,1146,admin.,divorced,2,0,1,0,None,30,2,-1,0,NoPrev,2020-01-12 10:12:28,2020-01-12 10:22:32,2,1,10.066666666666666,1,10,2016-05-30 00:00:00,0,5,22,5
train,1147,None,married,0,0,0,0,cellular,9,1,683,6,failure,2020-01-12 09:01:52,2020-01-12 09:09:36,3,1,7.733333333333333,1,9,2016-07-09 00:00:00,5,7,27,2
train,1148,services,married,2,0,1,0,cellular,2,2,92,4,success,2020-01-12 12:31:20,2020-01-12 12:35:51,2,1,4.516666666666667,1,12,2016-06-02 00:00:00,3,6,22,1
train,1149,student,single,2,0,0,0,cellular,27,1,91,2,failure,2020-01-12 12:00:15,2020-01-12 12:03:19,1,1,3.066666666666667,1,12,2016-10-27 00:00:00,3,10,43,5
train,1150,entrepreneur,single,2,1,0,1,cellular,25,5,-1,0,NoPrev,2020-01-12 15:57:52,2020-01-12 16:02:00,2,1,4.133333333333334,1,15,2016-07-25 00:00:00,0,7,30,5
train,1151,technician,divorced,2,0,1,0,cellular,20,4,-1,0,NoPrev,2020-01-12 11:53:51,2020-01-12 11:55:57,3,1,2.1,1,11,2016-08-20 00:00:00,5,8,33,3
train,1152,blue-collar,married,1,0,1,0,None,21,3,-1,0,NoPrev,2020-01-12 17:17:14,2020-01-12 17:20:07,2,1,2.8833333333333333,1,17,2016-05-21 00:00:00,5,5,20,3
train,1153,admin.,married,2,0,1,0,cellular,20,1,-1,0,NoPrev,2020-01-12 13:38:44,2020-01-12 13:39:52,3,1,1.1333333333333333,1,13,2016-11-20 00:00:00,6,11,46,3
train,1154,services,single,2,0,1,0,None,16,2,-1,0,NoPrev,2020-01-12 10:36:02,2020-01-12 10:42:16,1,1,6.233333333333333,1,10,2016-05-16 00:00:00,0,5,20,3
train,1155,technician,married,2,0,0,0,cellular,28,17,-1,0,NoPrev,2020-01-12 10:32:20,2020-01-12 10:33:39,1,1,1.3166666666666667,1,10,2016-08-28 00:00:00,6,8,34,4
train,1156,technician,divorced,2,0,1,0,cellular,12,2,369,3,failure,2020-01-12 09:26:11,2020-01-12 09:27:12,2,1,1.0166666666666666,1,9,2016-05-12 00:00:00,3,5,19,2
train,1157,management,married,3,0,1,1,cellular,17,1,149,2,failure,2020-01-12 10:22:14,2020-01-12 10:23:25,2,1,1.1833333333333333,1,10,2016-04-17 00:00:00,6,4,15,3
train,1158,management,single,3,0,0,0,cellular,26,1,191,3,success,2020-01-12 13:54:34,2020-01-12 14:01:41,1,1,7.116666666666666,1,13,2016-02-26 00:00:00,4,2,8,4
train,1159,admin.,married,2,0,1,0,cellular,9,4,239,7,success,2020-01-12 16:59:58,2020-01-12 17:08:01,2,1,8.05,1,16,2016-07-09 00:00:00,5,7,27,2
train,1160,entrepreneur,single,3,0,1,0,cellular,11,1,-1,0,NoPrev,2020-01-12 14:46:25,2020-01-12 14:48:06,1,1,1.6833333333333333,1,14,2016-03-11 00:00:00,4,3,10,2
train,1161,management,single,3,0,0,0,cellular,21,5,-1,0,NoPrev,2020-01-12 17:03:43,2020-01-12 17:15:09,1,1,11.433333333333334,2,17,2016-08-21 00:00:00,6,8,33,3
train,1162,blue-collar,married,1,0,1,0,cellular,6,2,-1,0,NoPrev,2020-01-12 16:20:34,2020-01-12 16:26:49,3,1,6.25,1,16,2016-08-06 00:00:00,5,8,31,1
train,1163,blue-collar,married,2,0,1,0,cellular,7,3,322,2,failure,2020-01-12 17:34:14,2020-01-12 17:39:07,1,1,4.883333333333334,1,17,2016-04-07 00:00:00,3,4,14,2
train,1164,services,married,2,0,1,0,None,30,5,-1,0,NoPrev,2020-01-12 17:20:42,2020-01-12 17:22:07,1,1,1.4166666666666667,1,17,2016-06-30 00:00:00,3,6,26,5
train,1165,management,married,3,0,0,0,cellular,1,1,44,3,other,2020-01-12 09:03:02,2020-01-12 09:08:02,2,1,5.0,1,9,2016-09-01 00:00:00,3,9,35,1
train,1166,blue-collar,single,1,0,1,0,cellular,20,2,272,1,other,2020-01-12 13:18:01,2020-01-12 13:22:16,1,1,4.25,1,13,2016-04-20 00:00:00,2,4,16,4
